date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:58:23	65100/65100	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:58:22%20GMT	https://mini-ielts.com/1148/view-solution/reading/uk-companies-need-more-effective-boards-of-directors	C:/My%20Web%20Sites/test/mini-ielts.com/1148/view-solution/reading/uk-companies-need-more-effective-boards-of-directors.html	(from https://mini-ielts.com/reading?c=recent-actual-tests&page=29)
19:58:23	43624/43624	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:58:23%20GMT	https://mini-ielts.com/1088/reading/activities-for-children	C:/My%20Web%20Sites/test/mini-ielts.com/1088/reading/activities-for-children.html	(from https://mini-ielts.com/reading?c=recent-actual-tests&page=29)
19:58:24	6189/6189	---M--	200	added ('OK')	image/png	etag:%22ccc52dc5f366da1:0%22	http://images.mini-ielts.com/images/2017/7/activities-for-kids_thumbpad.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/7/activities-for-kids_thumbpad.png	(from https://mini-ielts.com/reading?c=recent-actual-tests&page=29)
19:58:24	64548/64548	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2012:58:23%20GMT	https://mini-ielts.com/1088/view-solution/reading/activities-for-children	C:/My%20Web%20Sites/test/mini-ielts.com/1088/view-solution/reading/activities-for-children.html	(from https://mini-ielts.com/reading?c=recent-actual-tests&page=29)
19:58:24	9221/9221	---M--	200	added ('OK')	application/pdf	date:Mon,%2010%20Mar%202025%2016:54:49%20GMT	https://mini-ielts.com/1535/print/reading/when-people-are-deaf-to-music	C:/My%20Web%20Sites/test/mini-ielts.com/1535/print/reading/when-people-are-deaf-to-music.pdf	(from https://mini-ielts.com/1535/reading/when-people-are-deaf-to-music)
19:58:25	0/-1	---M--	500	error ('')			https://mini-ielts.com/1516/view-solution/reading/the-importance-of-law	C:/My%20Web%20Sites/test/mini-ielts.com/1516/view-solution/reading/the-importance-of-law.html	(from https://mini-ielts.com/)
19:58:25	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:58:24%20GMT	https://mini-ielts.com/1200/print/listening/-the-issue-of-waste	C:/My%20Web%20Sites/test/mini-ielts.com/1200/print/listening/-the-issue-of-waste.59c.delayed	(from https://mini-ielts.com/1200/listening/-the-issue-of-waste)
19:58:26	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:58:25%20GMT	https://mini-ielts.com/1199/print/listening/giving-the-presentation	C:/My%20Web%20Sites/test/mini-ielts.com/1199/print/listening/giving-the-presentation.59d.delayed	(from https://mini-ielts.com/1199/listening/giving-the-presentation)
19:58:26	42211/42211	---M--	200	added ('OK')	image/jpeg	etag:%22b3dc41b7f366da1:0%22	http://images.mini-ielts.com/images/10/23/pre.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/23/pre.jpg	(from https://mini-ielts.com/1199/view-solution/listening/giving-the-presentation)
19:58:26	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:58:25%20GMT	https://mini-ielts.com/1196/print/listening/easylet	C:/My%20Web%20Sites/test/mini-ielts.com/1196/print/listening/easylet.59f.delayed	(from https://mini-ielts.com/1196/listening/easylet)
19:58:48	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2012:58:48%20GMT	https://mini-ielts.com/1196/listening/Exam%20Essentials%20IELTS%20Practice%20Test%201_files/Exam%20Essentials%20IELTS%20Practice%20Test%201-4.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/1196/listening/Exam%20Essentials%20IELTS%20Practice%20Test%201_files/Exam%20Essentials%20IELTS%20Practice%20Test%201-4.5a1.delayed	(from https://mini-ielts.com/1196/listening/easylet)
19:58:52	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Tue,%2011%20Mar%202025%2012:58:49%20GMT	https://mini-ielts.com/1196/view-solution/listening/Exam%20Essentials%20IELTS%20Practice%20Test%201_files/Exam%20Essentials%20IELTS%20Practice%20Test%201-4.jpg	C:/My%20Web%20Sites/test/mini-ielts.com/1196/view-solution/listening/Exam%20Essentials%20IELTS%20Practice%20Test%201_files/Exam%20Essentials%20IELTS%20Practice%20Test%201-4.5a5.delayed	(from https://mini-ielts.com/1196/view-solution/listening/easylet)
19:58:55	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:58:52%20GMT	https://mini-ielts.com/1198/print/listening/hollylands	C:/My%20Web%20Sites/test/mini-ielts.com/1198/print/listening/hollylands.5a6.delayed	(from https://mini-ielts.com/1198/listening/hollylands)
19:58:57	12902/12902	---M--	200	added ('OK')	image/png	etag:%2255d7afb7f366da1:0%22	http://images.mini-ielts.com/images/10/25/m20_resized.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/25/m20_resized.png	(from https://mini-ielts.com/1198/listening/hollylands)
19:58:57	94716/94716	---M--	200	added ('OK')	image/png	etag:%226bb64b7f366da1:0%22	http://images.mini-ielts.com/images/10/24/m8a.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/24/m8a.png	(from https://mini-ielts.com/1196/view-solution/listening/easylet)
19:59:00	14118/14118	---M--	200	added ('OK')	image/png	etag:%22f8ba98b7f366da1:0%22	http://images.mini-ielts.com/images/10/25/m20a_resized.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/25/m20a_resized.png	(from https://mini-ielts.com/1198/view-solution/listening/hollylands)
19:59:01	84068/84068	---M--	200	added ('OK')	image/png	etag:%22875e6db7f366da1:0%22	http://images.mini-ielts.com/images/10/24/m8b.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/24/m8b.png	(from https://mini-ielts.com/1196/view-solution/listening/easylet)
19:59:01	83437/83437	---M--	200	added ('OK')	image/png	etag:%22b51e75b7f366da1:0%22	http://images.mini-ielts.com/images/10/24/m8c.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/24/m8c.png	(from https://mini-ielts.com/1196/view-solution/listening/easylet)
19:59:02	14487/14487	---M--	200	added ('OK')	image/png	etag:%223e1fa2b7f366da1:0%22	http://images.mini-ielts.com/images/10/25/m20b_resized.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/25/m20b_resized.png	(from https://mini-ielts.com/1198/view-solution/listening/hollylands)
19:59:03	13940/13940	---M--	200	added ('OK')	image/png	etag:%222251aab7f366da1:0%22	http://images.mini-ielts.com/images/10/25/m20c_resized.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/25/m20c_resized.png	(from https://mini-ielts.com/1198/view-solution/listening/hollylands)
19:59:05	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:59:02%20GMT	https://mini-ielts.com/536/print/listening/customer-order	C:/My%20Web%20Sites/test/mini-ielts.com/536/print/listening/customer-order.5ac.delayed	(from https://mini-ielts.com/536/listening/customer-order)
19:59:06	10765/10765	---M--	200	added ('OK')	image/jpeg	etag:%22977b61c6f366da1:0%22	http://images.mini-ielts.com/images/2017/Apr/Customer%20Order.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/Apr/Customer%20Order.jpg	(from https://mini-ielts.com/536/view-solution/listening/customer-order)
19:59:08	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:59:05%20GMT	https://mini-ielts.com/382/print/listening/hiring-a-public-room	C:/My%20Web%20Sites/test/mini-ielts.com/382/print/listening/hiring-a-public-room.5ae.delayed	(from https://mini-ielts.com/382/listening/hiring-a-public-room)
19:59:12	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:59:09%20GMT	https://mini-ielts.com/680/print/listening/advice-on-plumbers-and-decorators	C:/My%20Web%20Sites/test/mini-ielts.com/680/print/listening/advice-on-plumbers-and-decorators.5b0.delayed	(from https://mini-ielts.com/680/listening/advice-on-plumbers-and-decorators)
19:59:13	47938/47938	---M--	200	added ('OK')	image/jpeg	etag:%224d915cc7f366da1:0%22	http://images.mini-ielts.com/images/2017/Mar/Room-Hire-451x300.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/Mar/Room-Hire-451x300.jpg	(from https://mini-ielts.com/382/view-solution/listening/hiring-a-public-room)
19:59:15	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2012:59:12%20GMT	https://mini-ielts.com/30/print/listening/lost-property	C:/My%20Web%20Sites/test/mini-ielts.com/30/print/listening/lost-property.5b2.delayed	(from https://mini-ielts.com/30/listening/lost-property)
19:59:16	249983/249983	---M--	200	added ('OK')	image/jpeg	etag:%2294f088b7f366da1:0%22	http://images.mini-ielts.com/images/10/25/holylands.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/10/25/holylands.jpg	(from https://mini-ielts.com/1198/view-solution/listening/hollylands)
19:59:19	115295/115295	---M--	200	added ('OK')	image/jpeg	etag:%224184bb6f366da1:0%22	http://images.mini-ielts.com/images/1/8/advice-on-plumbers-and-decorators.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/8/advice-on-plumbers-and-decorators.jpg	(from https://mini-ielts.com/680/view-solution/listening/advice-on-plumbers-and-decorators)
20:00:40	29731/29731	---M--	200	added ('OK')	image/jpeg	etag:%22c5ac90b0f366da1:0%22	http://images.mini-ielts.com/images/lost-property.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/lost-property.jpg	(from https://mini-ielts.com/30/view-solution/listening/lost-property)
20:00:40	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:00:39%20GMT	https://mini-ielts.com/681/print/listening/museum-work-placement	C:/My%20Web%20Sites/test/mini-ielts.com/681/print/listening/museum-work-placement.5b8.delayed	(from https://mini-ielts.com/681/listening/museum-work-placement)
20:01:04	75009/75009	---M--	200	added ('OK')	image/jpeg	etag:%221f205db6f366da1:0%22	http://images.mini-ielts.com/images/1/8/gallery4-1024x512.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/8/gallery4-1024x512.jpg	(from https://mini-ielts.com/681/view-solution/listening/museum-work-placement)
20:01:04	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:02%20GMT	https://mini-ielts.com/684/print/listening/things-to-do-before-we-go	C:/My%20Web%20Sites/test/mini-ielts.com/684/print/listening/things-to-do-before-we-go.5bb.delayed	(from https://mini-ielts.com/684/listening/things-to-do-before-we-go)
20:01:06	35509/35509	---M--	200	added ('OK')	image/jpeg	etag:%22cbc1deb3f366da1:0%22	http://images.mini-ielts.com/images/1/17/todo.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/17/todo.jpg	(from https://mini-ielts.com/684/view-solution/listening/things-to-do-before-we-go)
20:01:06	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:04%20GMT	https://mini-ielts.com/693/print/listening/tamerton-centre	C:/My%20Web%20Sites/test/mini-ielts.com/693/print/listening/tamerton-centre.5bd.delayed	(from https://mini-ielts.com/693/listening/tamerton-centre)
20:01:09	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:06%20GMT	https://mini-ielts.com/819/print/listening/travel-to-distant-mountains	C:/My%20Web%20Sites/test/mini-ielts.com/819/print/listening/travel-to-distant-mountains.5bf.delayed	(from https://mini-ielts.com/819/listening/travel-to-distant-mountains)
20:01:10	87758/87758	---M--	200	added ('OK')	image/jpeg	etag:%228dfdd2b2f366da1:0%22	http://images.mini-ielts.com/images/1/13/tamerton-centre.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/13/tamerton-centre.jpg	(from https://mini-ielts.com/693/view-solution/listening/tamerton-centre)
20:01:13	28755/28755	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:09%20GMT	https://mini-ielts.com/672/listening/notes-for-holiday	C:/My%20Web%20Sites/test/mini-ielts.com/672/listening/notes-for-holiday.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:14	11602/11602	---M--	200	added ('OK')	image/jpeg	etag:%227ccf39b6f366da1:0%22	http://images.mini-ielts.com/images/1/7/notes-for-holiday_thumbpad.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/7/notes-for-holiday_thumbpad.jpg	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:17	160801/160801	---M--	200	added ('OK')	image/jpeg	etag:%22bff970c4f366da1:0%22	http://images.mini-ielts.com/images/2017/4/mt.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/4/mt.jpg	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:17	61436/61436	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:13%20GMT	https://mini-ielts.com/672/view-solution/listening/notes-for-holiday	C:/My%20Web%20Sites/test/mini-ielts.com/672/view-solution/listening/notes-for-holiday.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:17	37362/37362	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:16%20GMT	https://mini-ielts.com/685/listening/adbourne-film-festival	C:/My%20Web%20Sites/test/mini-ielts.com/685/listening/adbourne-film-festival.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:18	6034/6034	---M--	200	added ('OK')	image/jpeg	etag:%22ef29d4b3f366da1:0%22	http://images.mini-ielts.com/images/1/17/filmfest_thumbpad.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/17/filmfest_thumbpad.jpg	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:18	66311/66311	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:17%20GMT	https://mini-ielts.com/685/view-solution/listening/adbourne-film-festival	C:/My%20Web%20Sites/test/mini-ielts.com/685/view-solution/listening/adbourne-film-festival.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:18	30909/30909	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:17%20GMT	https://mini-ielts.com/692/listening/pinders-animal-park	C:/My%20Web%20Sites/test/mini-ielts.com/692/listening/pinders-animal-park.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:19	6478/6478	---M--	200	added ('OK')	image/jpeg	etag:%22dc619eb2f366da1:0%22	http://images.mini-ielts.com/images/1/13/-pinders-animal-park_thumbpad.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/13/-pinders-animal-park_thumbpad.jpg	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:19	62096/62096	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:18%20GMT	https://mini-ielts.com/692/view-solution/listening/pinders-animal-park	C:/My%20Web%20Sites/test/mini-ielts.com/692/view-solution/listening/pinders-animal-park.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:19	30801/30801	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:19%20GMT	https://mini-ielts.com/398/listening/subject-of-drawing	C:/My%20Web%20Sites/test/mini-ielts.com/398/listening/subject-of-drawing.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:20	11079/11079	---M--	200	added ('OK')	image/jpeg	etag:%22642791c1f366da1:0%22	http://images.mini-ielts.com/images/2017/11/zornes_thumbpad.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/11/zornes_thumbpad.jpg	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:20	61650/61650	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:19%20GMT	https://mini-ielts.com/398/view-solution/listening/subject-of-drawing	C:/My%20Web%20Sites/test/mini-ielts.com/398/view-solution/listening/subject-of-drawing.html	(from https://mini-ielts.com/819/view-solution/listening/travel-to-distant-mountains)
20:01:21	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:20%20GMT	https://mini-ielts.com/424/print/listening/transport-survey	C:/My%20Web%20Sites/test/mini-ielts.com/424/print/listening/transport-survey.5cd.delayed	(from https://mini-ielts.com/424/listening/transport-survey)
20:01:21	8042/8042	---M--	200	added ('OK')	image/png	etag:%2226c21fc2f366da1:0%22	http://images.mini-ielts.com/images/2017/13/trs.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/13/trs.png	(from https://mini-ielts.com/424/view-solution/listening/transport-survey)
20:01:21	38076/38076	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:21%20GMT	https://mini-ielts.com/690/listening/advice-on-writing-a-dissertation	C:/My%20Web%20Sites/test/mini-ielts.com/690/listening/advice-on-writing-a-dissertation.html	(from https://mini-ielts.com/424/view-solution/listening/transport-survey)
20:01:22	5036/5036	---M--	200	added ('OK')	image/png	etag:%22f14a7b3f366da1:0%22	http://images.mini-ielts.com/images/1/14/dissertation-writing-300x230_thumbpad.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/14/dissertation-writing-300x230_thumbpad.png	(from https://mini-ielts.com/424/view-solution/listening/transport-survey)
20:01:22	69153/69153	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:21%20GMT	https://mini-ielts.com/690/view-solution/listening/advice-on-writing-a-dissertation	C:/My%20Web%20Sites/test/mini-ielts.com/690/view-solution/listening/advice-on-writing-a-dissertation.html	(from https://mini-ielts.com/424/view-solution/listening/transport-survey)
20:01:22	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:22%20GMT	https://mini-ielts.com/786/print/listening/dubai-palm-apartments	C:/My%20Web%20Sites/test/mini-ielts.com/786/print/listening/dubai-palm-apartments.5d2.delayed	(from https://mini-ielts.com/786/listening/dubai-palm-apartments)
20:01:23	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:22%20GMT	https://mini-ielts.com/397/print/listening/changes-in-barford-over-the-last-50-years	C:/My%20Web%20Sites/test/mini-ielts.com/397/print/listening/changes-in-barford-over-the-last-50-years.5d4.delayed	(from https://mini-ielts.com/397/listening/changes-in-barford-over-the-last-50-years)
20:01:27	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:23%20GMT	https://mini-ielts.com/425/print/listening/new-city-developments	C:/My%20Web%20Sites/test/mini-ielts.com/425/print/listening/new-city-developments.5d6.delayed	(from https://mini-ielts.com/425/listening/new-city-developments)
20:01:30	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:27%20GMT	https://mini-ielts.com/687/print/listening/job-satisfaction-study	C:/My%20Web%20Sites/test/mini-ielts.com/687/print/listening/job-satisfaction-study.5d8.delayed	(from https://mini-ielts.com/687/listening/job-satisfaction-study)
20:01:34	68685/68685	---M--	200	added ('OK')	image/jpeg	etag:%226892eac1f366da1:0%22	http://images.mini-ielts.com/images/2017/13/city.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/13/city.jpg	(from https://mini-ielts.com/425/view-solution/listening/new-city-developments)
20:01:34	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:31%20GMT	https://mini-ielts.com/427/print/listening/the-future-of-management	C:/My%20Web%20Sites/test/mini-ielts.com/427/print/listening/the-future-of-management.5da.delayed	(from https://mini-ielts.com/427/listening/the-future-of-management)
20:01:36	185537/185537	---M--	200	added ('OK')	image/jpeg	etag:%226e63cc1f366da1:0%22	http://images.mini-ielts.com/images/2017/10/Barford%20St%20Michael6.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/10/Barford%20St%20Michael6.jpg	(from https://mini-ielts.com/397/view-solution/listening/changes-in-barford-over-the-last-50-years)
20:01:36	19774/19774	---M--	200	added ('OK')	image/jpeg	etag:%22c17968c2f366da1:0%22	http://images.mini-ielts.com/images/2017/14/ftom.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/14/ftom.jpg	(from https://mini-ielts.com/427/view-solution/listening/the-future-of-management)
20:01:37	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:34%20GMT	https://mini-ielts.com/688/print/listening/car-for-sale	C:/My%20Web%20Sites/test/mini-ielts.com/688/print/listening/car-for-sale.5dc.delayed	(from https://mini-ielts.com/688/listening/car-for-sale)
20:01:39	87177/87177	---M--	200	added ('OK')	image/jpeg	etag:%223f2bd7b3f366da1:0%22	http://images.mini-ielts.com/images/1/17/job.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/17/job.jpg	(from https://mini-ielts.com/687/view-solution/listening/job-satisfaction-study)
20:01:39	21241/21241	---M--	200	added ('OK')	image/jpeg	etag:%229782edb2f366da1:0%22	http://images.mini-ielts.com/images/1/14/car-for-sale.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/14/car-for-sale.jpg	(from https://mini-ielts.com/688/view-solution/listening/car-for-sale)
20:01:39	28351/28351	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:37%20GMT	https://mini-ielts.com/389/listening/youth-council	C:/My%20Web%20Sites/test/mini-ielts.com/389/listening/youth-council.html	(from https://mini-ielts.com/688/view-solution/listening/car-for-sale)
20:01:39	5275/5275	---M--	200	added ('OK')	image/png	etag:%22209497c6f366da1:0%22	http://images.mini-ielts.com/images/2017/Apr/Youth%20Council_thumbpad.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/Apr/Youth%20Council_thumbpad.png	(from https://mini-ielts.com/688/view-solution/listening/car-for-sale)
20:01:40	60165/60165	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:40%20GMT	https://mini-ielts.com/389/view-solution/listening/youth-council	C:/My%20Web%20Sites/test/mini-ielts.com/389/view-solution/listening/youth-council.html	(from https://mini-ielts.com/688/view-solution/listening/car-for-sale)
20:01:40	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:40%20GMT	https://mini-ielts.com/399/print/listening/ethnography-in-business	C:/My%20Web%20Sites/test/mini-ielts.com/399/print/listening/ethnography-in-business.5e1.delayed	(from https://mini-ielts.com/399/listening/ethnography-in-business)
20:01:41	13987/13987	---M--	200	added ('OK')	image/png	etag:%229b854ac1f366da1:0%22	http://images.mini-ielts.com/images/2017/11/businessethnography.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/11/businessethnography.png	(from https://mini-ielts.com/399/view-solution/listening/ethnography-in-business)
20:01:41	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:41%20GMT	https://mini-ielts.com/689/print/listening/the-treloar-valley-passenger-ferry	C:/My%20Web%20Sites/test/mini-ielts.com/689/print/listening/the-treloar-valley-passenger-ferry.5e3.delayed	(from https://mini-ielts.com/689/listening/the-treloar-valley-passenger-ferry)
20:01:42	18092/18092	---M--	200	added ('OK')	image/png	etag:%22884e5b2f366da1:0%22	http://images.mini-ielts.com/images/1/14/calton.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/14/calton.png	(from https://mini-ielts.com/689/listening/the-treloar-valley-passenger-ferry)
20:01:43	29080/29080	---M--	200	added ('OK')	image/png	etag:%22954cf6b2f366da1:0%22	http://images.mini-ielts.com/images/1/14/damenferry1806.png	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/14/damenferry1806.png	(from https://mini-ielts.com/689/view-solution/listening/the-treloar-valley-passenger-ferry)
20:01:43	36223/36223	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:42%20GMT	https://mini-ielts.com/426/listening/the-later-life-of-thor-heyerdahl	C:/My%20Web%20Sites/test/mini-ielts.com/426/listening/the-later-life-of-thor-heyerdahl.html	(from https://mini-ielts.com/listening?c=education&page=2)
20:01:43	5402/5402	---M--	200	added ('OK')	image/jpeg	etag:%228d3b1dc2f366da1:0%22	http://images.mini-ielts.com/images/2017/13/ThorHeyerdahl_thumbpad.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/2017/13/ThorHeyerdahl_thumbpad.jpg	(from https://mini-ielts.com/listening?c=education&page=2)
20:01:44	65374/65374	---M-Z	200	added ('OK')	text/html	date:Tue,%2011%20Mar%202025%2013:01:43%20GMT	https://mini-ielts.com/426/view-solution/listening/the-later-life-of-thor-heyerdahl	C:/My%20Web%20Sites/test/mini-ielts.com/426/view-solution/listening/the-later-life-of-thor-heyerdahl.html	(from https://mini-ielts.com/listening?c=education&page=2)
20:01:44	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:01:44%20GMT	https://mini-ielts.com/691/print/listening/expertise-in-creative-writing	C:/My%20Web%20Sites/test/mini-ielts.com/691/print/listening/expertise-in-creative-writing.5e9.delayed	(from https://mini-ielts.com/691/listening/expertise-in-creative-writing)
20:02:05	40279/40279	---M--	200	added ('OK')	image/jpeg	etag:%22946ab3f366da1:0%22	http://images.mini-ielts.com/images/1/14/expertise-in-creative-writing.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/14/expertise-in-creative-writing.jpg	(from https://mini-ielts.com/691/view-solution/listening/expertise-in-creative-writing)
20:02:06	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:02:05%20GMT	https://mini-ielts.com/697/print/listening/making-a-steam-pit	C:/My%20Web%20Sites/test/mini-ielts.com/697/print/listening/making-a-steam-pit.5ec.delayed	(from https://mini-ielts.com/697/listening/making-a-steam-pit)
20:02:11	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:02:06%20GMT	https://mini-ielts.com/32/print/listening/course-requirements	C:/My%20Web%20Sites/test/mini-ielts.com/32/print/listening/course-requirements.5ee.delayed	(from https://mini-ielts.com/32/listening/course-requirements)
20:02:13	181932/181932	---M--	200	added ('OK')	image/jpeg	etag:%228dc881b5f366da1:0%22	http://images.mini-ielts.com/images/1/5/making-a-steam-pit.jpg	C:/My%20Web%20Sites/test/images.mini-ielts.com/images/1/5/making-a-steam-pit.jpg	(from https://mini-ielts.com/697/view-solution/listening/making-a-steam-pit)
20:02:13	3420/3420	---M--	500	error ('Internal%20Server%20Error')	text/html	date:Tue,%2011%20Mar%202025%2013:02:10%20GMT	https://mini-ielts.com/698/print/listening/research-project-on-attitudes-towards-study	C:/My%20Web%20Sites/test/mini-ielts.com/698/print/listening/research-project-on-attitudes-towards-study.5ef.delayed	(from https://mini-ielts.com/698/listening/research-project-on-attitudes-towards-study)
